x,y,val
19.50,7.50,22.50
20.50,7.50,21.31
21.50,7.50,24.11
22.50,7.50,22.92
23.50,7.50,26.58
0.50,8.50,12.86
1.50,8.50,9.18
2.50,8.50,12.04
3.50,8.50,12.40
4.50,8.50,13.32
5.50,8.50,14.22
6.50,8.50,3.86
7.50,8.50,12.85
8.50,8.50,17.83
9.50,8.50,18.52
10.50,8.50,19.07
11.50,8.50,20.39
12.50,8.50,5.53
13.50,8.50,18.06
14.50,8.50,23.63
15.50,8.50,24.96
16.50,8.50,23.90
17.50,8.50,29.76
18.50,8.50,8.92
19.50,8.50,29.72
20.50,8.50,28.00
21.50,8.50,31.53
22.50,8.50,29.85
23.50,8.50,34.44
0.50,9.50,13.23
1.50,9.50,9.48
2.50,9.50,12.39
3.50,9.50,12.77
4.50,9.50,13.69
5.50,9.50,14.62
6.50,9.50,3.97
7.50,9.50,13.21
8.50,9.50,18.30
9.50,9.50,19.01
10.50,9.50,19.55
11.50,9.50,20.91
12.50,9.50,5.67
13.50,9.50,18.52
14.50,9.50,24.21
15.50,9.50,25.57
16.50,9.50,24.47
17.50,9.50,30.48
18.50,9.50,9.14
19.50,9.50,30.42
20.50,9.50,28.66
21.50,9.50,32.27
22.50,9.50,30.54
23.50,9.50,35.24
0.50,10.50,14.26
1.50,10.50,10.64
2.50,10.50,13.42
3.50,10.50,13.81
4.50,10.50,14.61
5.50,10.50,15.64
6.50,10.50,4.25
7.50,10.50,14.05
8.50,10.50,19.03
9.50,10.50,19.76
10.50,10.50,20.19
11.50,10.50,21.63
12.50,10.50,5.87
13.50,10.50,19.10
14.50,10.50,24.66
15.50,10.50,26.03
16.50,10.50,24.84
17.50,10.50,30.85
18.50,10.50,9.23
19.50,10.50,30.67
20.50,10.50,28.85
21.50,10.50,32.42
22.50,10.50,30.64
23.50,10.50,35.29
0.50,11.50,14.80
1.50,11.50,10.94
2.50,11.50,13.91
3.50,11.50,14.32
4.50,11.50,15.19
5.50,11.50,16.26
6.50,11.50,4.42
7.50,11.50,14.63
8.50,11.50,19.92
9.50,11.50,20.69
10.50,11.50,21.17
11.50,11.50,22.67
12.50,11.50,6.15
13.50,11.50,20.04
14.50,11.50,25.95
15.50,11.50,27.39
16.50,11.50,26.16
17.50,11.50,32.52
18.50,11.50,9.73
19.50,11.50,32.36
20.50,11.50,30.45
21.50,11.50,34.24
22.50,11.50,32.37
23.50,11.50,37.30
0.50,12.50,3.93
1.50,12.50,2.90
2.50,12.50,3.69
3.50,12.50,3.80
4.50,12.50,4.04
5.50,12.50,4.32
6.50,12.50,1.17
7.50,12.50,3.89
8.50,12.50,5.31
9.50,12.50,5.51
10.50,12.50,5.64
11.50,12.50,6.04
12.50,12.50,1.64
13.50,12.50,5.34
14.50,12.50,6.92
15.50,12.50,7.31
16.50,12.50,6.98
17.50,12.50,8.68
18.50,12.50,2.60
19.50,12.50,8.64
20.50,12.50,8.13
21.50,12.50,9.15
22.50,12.50,8.65
23.50,12.50,9.97
0.50,13.50,12.98
1.50,13.50,9.73
2.50,13.50,12.22
3.50,13.50,12.58
4.50,13.50,13.28
5.50,13.50,14.22
6.50,13.50,3.86
7.50,13.50,12.78
8.50,13.50,17.27
9.50,13.50,17.93
10.50,13.50,18.30
11.50,13.50,19.61
12.50,13.50,5.32
13.50,13.50,17.31
14.50,13.50,22.32
15.50,13.50,23.56
16.50,13.50,22.48
17.50,13.50,27.91
18.50,13.50,8.35
19.50,13.50,27.73
20.50,13.50,26.08
21.50,13.50,29.31
22.50,13.50,27.70
23.50,13.50,31.89
0.50,14.50,18.92
1.50,14.50,15.10
2.50,14.50,17.96
3.50,14.50,18.45
4.50,14.50,19.04
5.50,14.50,20.48
6.50,14.50,5.57
7.50,14.50,18.23
8.50,14.50,23.70
9.50,14.50,24.59
10.50,14.50,24.78
11.50,14.50,26.64
12.50,14.50,7.23
13.50,14.50,23.42
14.50,14.50,29.48
15.50,14.50,31.08
16.50,14.50,29.49
17.50,14.50,36.43
18.50,14.50,10.85
19.50,14.50,35.92
20.50,14.50,33.66
21.50,14.50,37.69
22.50,14.50,35.51
23.50,14.50,40.75
0.50,15.50,19.58
1.50,15.50,15.68
2.50,15.50,18.60
3.50,15.50,19.10
4.50,15.50,19.69
5.50,15.50,21.18
6.50,15.50,5.76
7.50,15.50,18.85
8.50,15.50,24.46
9.50,15.50,25.38
10.50,15.50,25.56
11.50,15.50,27.47
12.50,15.50,7.46
13.50,15.50,24.14
14.50,15.50,30.36
15.50,15.50,32.00
16.50,15.50,30.35
17.50,15.50,37.49
18.50,15.50,11.17
19.50,15.50,36.94
20.50,15.50,34.61
21.50,15.50,38.75
22.50,15.50,36.50
23.50,15.50,41.89
0.50,16.50,19.75
1.50,16.50,16.02
2.50,16.50,18.79
3.50,16.50,19.29
4.50,16.50,19.78
5.50,16.50,21.30
6.50,16.50,5.79
7.50,16.50,18.92
8.50,16.50,24.33
9.50,16.50,25.23
10.50,16.50,25.34
11.50,16.50,27.26
12.50,16.50,7.40
13.50,16.50,23.93
14.50,16.50,29.91
15.50,16.50,31.52
16.50,16.50,29.86
17.50,16.50,36.83
18.50,16.50,10.96
19.50,16.50,36.22
20.50,16.50,33.91
21.50,16.50,37.93
22.50,16.50,35.70
23.50,16.50,40.93
0.50,17.50,22.56
1.50,17.50,18.48
2.50,17.50,21.50
3.50,17.50,22.06
4.50,17.50,22.55
5.50,17.50,24.29
6.50,17.50,6.61
7.50,17.50,21.54
8.50,17.50,27.52
9.50,17.50,28.54
10.50,17.50,28.59
11.50,17.50,30.78
12.50,17.50,8.36
13.50,17.50,27.00
14.50,17.50,33.61
15.50,17.50,35.40
16.50,17.50,33.50
17.50,17.50,41.28
18.50,17.50,12.27
19.50,17.50,40.54
20.50,17.50,37.92
21.50,17.50,42.39
22.50,17.50,39.88
23.50,17.50,45.68
0.50,18.50,6.42
1.50,18.50,5.30
2.50,18.50,6.12
3.50,18.50,6.28
4.50,18.50,6.40
5.50,18.50,6.90
6.50,18.50,1.88
7.50,18.50,6.11
8.50,18.50,7.76
9.50,18.50,8.05
10.50,18.50,8.04
11.50,18.50,8.66
12.50,18.50,2.35
13.50,18.50,7.59
14.50,18.50,9.41
15.50,18.50,9.91
16.50,18.50,9.37
17.50,18.50,11.54
18.50,18.50,3.43
19.50,18.50,11.31
20.50,18.50,10.58
21.50,18.50,11.82
22.50,18.50,11.11
23.50,18.50,12.72
0.50,19.50,21.24
1.50,19.50,17.70
2.50,19.50,20.28
3.50,19.50,20.80
4.50,19.50,21.11
5.50,19.50,22.78
6.50,19.50,6.20
7.50,19.50,20.14
8.50,19.50,25.42
9.50,19.50,26.36
10.50,19.50,26.28
11.50,19.50,28.32
12.50,19.50,7.70
13.50,19.50,24.81
14.50,19.50,30.62
15.50,19.50,32.23
16.50,19.50,30.44
17.50,19.50,37.44
18.50,19.50,11.12
19.50,19.50,36.65
20.50,19.50,34.24
21.50,19.50,38.23
22.50,19.50,35.92
23.50,19.50,41.09
0.50,20.50,24.24
1.50,20.50,20.32
2.50,20.50,23.17
3.50,20.50,23.76
4.50,20.50,24.05
5.50,20.50,25.96
6.50,20.50,7.07
7.50,20.50,22.94
8.50,20.50,28.81
9.50,20.50,29.87
10.50,20.50,29.75
11.50,20.50,32.07
12.50,20.50,8.71
13.50,20.50,28.07
14.50,20.50,34.54
15.50,20.50,36.36
16.50,20.50,34.31
17.50,20.50,42.17
18.50,20.50,12.51
19.50,20.50,41.23
20.50,20.50,38.50
21.50,20.50,42.96
22.50,20.50,40.35
23.50,20.50,46.14
0.50,21.50,26.14
1.50,21.50,22.08
2.50,21.50,25.01
3.50,21.50,25.64
4.50,21.50,25.89
5.50,21.50,27.96
6.50,21.50,7.61
7.50,21.50,24.68
8.50,21.50,30.83
9.50,21.50,31.97
10.50,21.50,31.77
11.50,21.50,34.27
12.50,21.50,9.31
13.50,21.50,29.97
14.50,21.50,36.74
15.50,21.50,38.67
16.50,21.50,36.46
17.50,21.50,44.77
18.50,21.50,13.28
19.50,21.50,43.72
20.50,21.50,40.80
21.50,21.50,45.50
22.50,21.50,42.71
23.50,21.50,48.81
0.50,22.50,25.41
1.50,22.50,21.57
2.50,22.50,24.34
3.50,22.50,24.94
4.50,22.50,25.13
5.50,22.50,27.15
6.50,22.50,7.39
7.50,22.50,23.94
8.50,22.50,29.79
9.50,22.50,30.89
10.50,22.50,30.65
11.50,22.50,33.07
12.50,22.50,8.99
13.50,22.50,28.91
14.50,22.50,35.35
15.50,22.50,37.19
16.50,22.50,35.04
17.50,22.50,43.00
18.50,22.50,12.75
19.50,22.50,41.95
20.50,22.50,39.13
21.50,22.50,43.62
22.50,22.50,40.93
23.50,22.50,46.75
0.50,23.50,29.28
1.50,23.50,25.02
2.50,23.50,28.07
3.50,23.50,28.76
4.50,23.50,28.90
5.50,23.50,31.25
6.50,23.50,8.51
7.50,23.50,27.52
8.50,23.50,34.08
9.50,23.50,35.33
10.50,23.50,35.00
11.50,23.50,37.78
12.50,23.50,10.27
13.50,23.50,33.01
14.50,23.50,40.21
15.50,23.50,42.30
16.50,23.50,39.82
17.50,23.50,48.83
18.50,23.50,14.46
19.50,23.50,47.57
20.50,23.50,44.35
21.50,23.50,49.41
22.50,23.50,46.33
23.50,23.50,52.89
