2,12,1,1,1,1,63,116,32,24,22,154,145,299
2,12,1,6,1,1,53,54,40,20,30,141,98,239
2,12,1,11,1,1,51,52,25,15,14,137,73,210
2,12,1,16,1,1,54,44,30,20,18,139,79,218
2,12,1,21,1,1,51,52,32,22,18,123,90,213
2,12,1,26,1,1,55,44,35,19,16,128,77,205
2,12,1,1,1,2,63,38,22,19,15,127,66,193
2,12,1,6,1,2,52,46,24,19,15,127,74,201
2,12,1,11,1,2,48,40,23,20,14,114,70,184
2,12,1,16,1,2,48,53,28,20,15,126,75,201
2,12,1,21,1,2,45,86,26,19,14,155,78,233
2,12,1,26,1,2,47,42,25,20,15,117,71,188
2,12,1,1,1,3,43,58,19,10,14,117,63,180
2,12,1,6,1,3,47,53,60,15,25,118,118,236
2,12,1,11,1,3,45,51,22,17,29,121,83,204
2,12,1,16,1,3,48,55,22,14,26,138,79,217
2,12,1,21,1,3,42,50,23,14,26,124,81,205
2,12,1,26,1,3,43,55,29,13,25,112,87,199
2,12,1,1,1,4,44,35,20,11,12,104,53,157
2,12,1,6,1,4,52,43,23,14,25,121,71,192
2,12,1,11,1,4,43,44,24,17,23,123,73,196
2,12,1,16,1,4,44,51,25,15,24,117,80,197
2,12,1,21,1,4,46,51,27,14,27,127,81,208
2,12,1,26,1,4,52,56,23,21,23,140,84,224
2,12,1,1,1,5,56,37,18,10,14,129,55,184
2,12,1,6,1,5,41,58,16,11,24,119,79,198
2,12,1,11,1,5,46,53,25,17,27,125,84,209
2,12,1,16,1,5,41,52,21,16,24,121,72,193
2,12,1,21,1,5,45,55,31,14,26,122,88,210
2,12,1,26,1,5,47,47,24,12,26,119,73,192
2,12,1,1,1,6,39,34,17,10,12,122,51,173
2,12,1,6,1,6,42,43,21,14,23,109,67,176
2,12,1,11,1,6,56,46,21,12,22,128,68,196
2,12,1,16,1,6,39,49,21,13,25,105,79,184
2,12,1,21,1,6,40,50,24,16,27,117,79,196
2,12,1,26,1,6,39,44,17,10,23,103,64,167
2,12,1,1,1,7,42,36,20,19,12,116,54,170
2,12,1,6,1,7,40,44,58,13,24,108,104,212
2,12,1,11,1,7,51,54,22,13,29,128,82,210
2,12,1,16,1,7,44,66,22,17,27,110,98,208
2,12,1,21,1,7,45,54,25,16,21,117,79,196
2,12,1,26,1,7,43,49,22,12,25,113,72,185
2,12,1,1,1,8,42,37,17,12,13,103,54,157
2,12,1,6,1,8,43,59,27,13,24,114,88,202
2,12,1,11,1,8,51,50,24,13,26,123,86,209
2,12,1,16,1,8,51,50,28,15,24,130,80,210
2,12,1,21,1,8,44,52,23,16,24,127,77,204
2,12,1,26,1,8,45,51,19,12,26,113,76,189
2,12,1,1,1,9,46,37,20,13,13,111,57,168
2,12,1,6,1,9,39,44,27,16,29,118,80,199
2,12,1,11,1,9,41,45,24,17,27,115,75,190
2,12,1,16,1,9,43,50,24,15,29,126,81,207
2,12,1,21,1,9,43,45,18,11,28,128,72,200
2,12,1,26,1,9,42,49,20,14,23,116,73,189
2,12,1,1,1,10,48,32,14,10,12,130,48,178
2,12,1,6,1,10,41,38,17,9,22,107,60,167
2,12,1,11,1,10,41,51,19,14,22,116,70,186
2,12,1,16,1,10,40,50,20,13,24,117,69,186
2,12,1,21,1,10,41,51,19,13,27,122,81,203
2,12,1,26,1,10,42,51,19,12,24,140,76,216
2,12,1,1,1,11,40,36,19,11,13,98,56,154
2,12,1,6,1,11,39,45,21,14,20,118,62,180
2,12,1,11,1,11,49,45,29,13,41,141,91,232
2,12,1,16,1,11,43,52,24,12,19,121,74,195
2,12,1,21,1,11,40,51,28,14,60,137,107,244
2,12,1,26,1,11,40,47,25,10,21,115,66,181
2,24,1,1,1,1,59,51,36,27,14,154,84,238
2,24,1,6,1,1,59,47,35,27,17,157,89,246
2,24,1,11,1,1,58,45,46,28,12,153,78,231
2,24,1,16,1,1,59,43,33,26,13,134,80,214
2,24,1,21,1,1,58,45,35,28,15,141,80,221
2,24,1,26,1,1,75,45,44,29,13,155,93,248
2,24,1,1,1,2,55,47,36,33,13,127,92,219
